freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2022 
A,DOM,NR,I551-I553,AT11	2109561 
A,DOM,NR,I551-I553,AT12	4140165 
A,DOM,NR,I551-I553,AT13	2686824 
A,DOM,NR,I551-I553,AT21	5209647 
A,DOM,NR,I551-I553,AT22	6873290 
A,DOM,NR,I551-I553,AT31	4328288 
A,DOM,NR,I551-I553,AT32	5863768 
A,DOM,NR,I551-I553,AT33	3511272 
A,DOM,NR,I551-I553,AT34	869671 
A,DOM,NR,I551-I553,BE10	1540434 
A,DOM,NR,I551-I553,BE21	2533207 
A,DOM,NR,I551-I553,BE22	2837774 
A,DOM,NR,I551-I553,BE23	1391249 
A,DOM,NR,I551-I553,BE24	1109521 
A,DOM,NR,I551-I553,BE25	8538753 
A,DOM,NR,I551-I553,BE31	301653 
A,DOM,NR,I551-I553,BE32	755708 
A,DOM,NR,I551-I553,BE33	1641955 
A,DOM,NR,I551-I553,BE34	2007322 
A,DOM,NR,I551-I553,BE35	988767 
A,DOM,NR,I551-I553,BG31	577322 
A,DOM,NR,I551-I553,BG32	653135 
A,DOM,NR,I551-I553,BG33	1555900 
A,DOM,NR,I551-I553,BG34	3494569 
A,DOM,NR,I551-I553,BG41	2302717 
A,DOM,NR,I551-I553,BG42	2702693 
A,DOM,NR,I551-I553,CH01	8459616 
A,DOM,NR,I551-I553,CH02	6201135 
A,DOM,NR,I551-I553,CH03	1248341 
A,DOM,NR,I551-I553,CH04	2391144 
A,DOM,NR,I551-I553,CH05	8581873 
A,DOM,NR,I551-I553,CH06	3204159 
A,DOM,NR,I551-I553,CH07	3360077 
A,DOM,NR,I551-I553,CY00	1317451 
A,DOM,NR,I551-I553,CZ01	2588861 
A,DOM,NR,I551-I553,CZ02	2329939 
A,DOM,NR,I551-I553,CZ03	5170651 
A,DOM,NR,I551-I553,CZ04	3429058 
A,DOM,NR,I551-I553,CZ05	7953606 
A,DOM,NR,I551-I553,CZ06	4551238 
A,DOM,NR,I551-I553,CZ07	4092079 
A,DOM,NR,I551-I553,CZ08	2344213 
A,DOM,NR,I551-I553,DE11	8393011 
A,DOM,NR,I551-I553,DE12	7400886 
A,DOM,NR,I551-I553,DE13	12068843 
A,DOM,NR,I551-I553,DE14	7477616 
A,DOM,NR,I551-I553,DE21	27781216 
A,DOM,NR,I551-I553,DE22	8346954 
A,DOM,NR,I551-I553,DE23	3993612 
A,DOM,NR,I551-I553,DE24	3848872 
A,DOM,NR,I551-I553,DE25	6004124 
A,DOM,NR,I551-I553,DE26	4596221 
A,DOM,NR,I551-I553,DE27	12635560 
A,DOM,NR,I551-I553,DE30	16182540 
A,DOM,NR,I551-I553,DE40	10773392 
A,DOM,NR,I551-I553,DE50	2055103 
A,DOM,NR,I551-I553,DE60	11600343 
A,DOM,NR,I551-I553,DE71	12060327 
A,DOM,NR,I551-I553,DE72	1852381 
A,DOM,NR,I551-I553,DE73	5748686 
A,DOM,NR,I551-I553,DE80	28200705 
A,DOM,NR,I551-I553,DE91	5037572 
A,DOM,NR,I551-I553,DE92	4929772 
A,DOM,NR,I551-I553,DE93	8825607 
A,DOM,NR,I551-I553,DE94	15918239 
A,DOM,NR,I551-I553,DEA1	8101299 
A,DOM,NR,I551-I553,DEA2	9089555 
A,DOM,NR,I551-I553,DEA3	3547590 
A,DOM,NR,I551-I553,DEA4	3315244 
A,DOM,NR,I551-I553,DEA5	6583280 
A,DOM,NR,I551-I553,DEB1	5817337 
A,DOM,NR,I551-I553,DEB2	3999764 
A,DOM,NR,I551-I553,DEB3	4740548 
A,DOM,NR,I551-I553,DEC0	1912626 
A,DOM,NR,I551-I553,DED2	6791787 
A,DOM,NR,I551-I553,DED4	3404861 
A,DOM,NR,I551-I553,DED5	3834623 
A,DOM,NR,I551-I553,DEE0	6402142 
A,DOM,NR,I551-I553,DEF0	32701781 
A,DOM,NR,I551-I553,DEG0	6818734 
A,DOM,NR,I551-I553,DK01	6995103 
A,DOM,NR,I551-I553,DK02	2666054 
A,DOM,NR,I551-I553,DK03	6986906 
A,DOM,NR,I551-I553,DK04	4635500 
A,DOM,NR,I551-I553,DK05	3734329 
A,DOM,NR,I551-I553,EA20	1310545797 
A,DOM,NR,I551-I553,EE00	3031814 
A,DOM,NR,I551-I553,EL30	2676571 
A,DOM,NR,I551-I553,EL41	647882 
A,DOM,NR,I551-I553,EL42	3642480 
A,DOM,NR,I551-I553,EL43	1485163 
A,DOM,NR,I551-I553,EL51	895435 
A,DOM,NR,I551-I553,EL52	3073299 
A,DOM,NR,I551-I553,EL53	239948 
A,DOM,NR,I551-I553,EL54	1149841 
A,DOM,NR,I551-I553,EL61	1588740 
A,DOM,NR,I551-I553,EL62	1037478 
A,DOM,NR,I551-I553,EL63	1021348 
A,DOM,NR,I551-I553,EL64	1453411 
A,DOM,NR,I551-I553,EL65	2284218 
A,DOM,NR,I551-I553,ES11	9438978 
A,DOM,NR,I551-I553,ES12	5132916 
A,DOM,NR,I551-I553,ES13	4462666 
A,DOM,NR,I551-I553,ES21	5166104 
A,DOM,NR,I551-I553,ES22	2799331 
A,DOM,NR,I551-I553,ES23	1302353 
A,DOM,NR,I551-I553,ES24	6667055 
A,DOM,NR,I551-I553,ES30	13367349 
A,DOM,NR,I551-I553,ES41	9622766 
A,DOM,NR,I551-I553,ES42	4849815 
A,DOM,NR,I551-I553,ES43	3127529 
A,DOM,NR,I551-I553,ES51	30932151 
A,DOM,NR,I551-I553,ES52	24896557 
A,DOM,NR,I551-I553,ES53	7153948 
A,DOM,NR,I551-I553,ES61	35006438 
A,DOM,NR,I551-I553,ES62	3417555 
A,DOM,NR,I551-I553,ES63	107476 
A,DOM,NR,I551-I553,ES64	98968 
A,DOM,NR,I551-I553,ES70	12634082 
A,DOM,NR,I551-I553,FI19	3940722 
A,DOM,NR,I551-I553,FI1B	3833113 
A,DOM,NR,I551-I553,FI1C	2902772 
A,DOM,NR,I551-I553,FI1D	6079019 
A,DOM,NR,I551-I553,FI20	240645 
A,DOM,NR,I551-I553,FR10	39618437 
A,DOM,NR,I551-I553,FRB0	8236390 
A,DOM,NR,I551-I553,FRC1	4714494 
A,DOM,NR,I551-I553,FRC2	3076023 
A,DOM,NR,I551-I553,FRD1	8385662 
A,DOM,NR,I551-I553,FRD2	4302049 
A,DOM,NR,I551-I553,FRE1	6707281 
A,DOM,NR,I551-I553,FRE2	4753345 
A,DOM,NR,I551-I553,FRF1	6189663 
A,DOM,NR,I551-I553,FRF2	2811896 
A,DOM,NR,I551-I553,FRF3	5172459 
A,DOM,NR,I551-I553,FRG0	22088501 
A,DOM,NR,I551-I553,FRH0	21878337 
A,DOM,NR,I551-I553,FRI1	27775002 
A,DOM,NR,I551-I553,FRI2	2179513 
A,DOM,NR,I551-I553,FRI3	15002530 
A,DOM,NR,I551-I553,FRJ1	30346778 
A,DOM,NR,I551-I553,FRJ2	13692979 
A,DOM,NR,I551-I553,FRK1	6140397 
A,DOM,NR,I551-I553,FRK2	39923497 
A,DOM,NR,I551-I553,FRL0	39470371 
A,DOM,NR,I551-I553,FRM0	7872329 
A,DOM,NR,I551-I553,FRY1	1035830 
A,DOM,NR,I551-I553,FRY2	1021099 
A,DOM,NR,I551-I553,FRY3	355611 
A,DOM,NR,I551-I553,FRY4	1493738 
A,DOM,NR,I551-I553,FRY5	85595 
A,DOM,NR,I551-I553,HR02	471173 
A,DOM,NR,I551-I553,HR03	6332697 
A,DOM,NR,I551-I553,HR05	430872 
A,DOM,NR,I551-I553,HR06	491913 
A,DOM,NR,I551-I553,HU11	1837128 
A,DOM,NR,I551-I553,HU12	970987 
A,DOM,NR,I551-I553,HU21	2991301 
A,DOM,NR,I551-I553,HU22	3421922 
A,DOM,NR,I551-I553,HU23	2438554 
A,DOM,NR,I551-I553,HU31	2210373 
A,DOM,NR,I551-I553,HU32	1738262 
A,DOM,NR,I551-I553,HU33	1473376 
A,DOM,NR,I551-I553,IE04	5296000 
A,DOM,NR,I551-I553,IE05	9060000 
A,DOM,NR,I551-I553,IE06	4100000 
A,DOM,NR,I551-I553,ITC1	7270164 
A,DOM,NR,I551-I553,ITC2	2109248 
A,DOM,NR,I551-I553,ITC3	8888698 
A,DOM,NR,I551-I553,ITC4	16028865 
A,DOM,NR,I551-I553,ITF1	5419540 
A,DOM,NR,I551-I553,ITF2	376660 
A,DOM,NR,I551-I553,ITF3	9312047 
A,DOM,NR,I551-I553,ITF4	11738303 
A,DOM,NR,I551-I553,ITF5	1900322 
A,DOM,NR,I551-I553,ITF6	6065688 
A,DOM,NR,I551-I553,ITG1	8355072 
A,DOM,NR,I551-I553,ITG2	7994435 
A,DOM,NR,I551-I553,ITH1	10823496 
A,DOM,NR,I551-I553,ITH2	10775002 
A,DOM,NR,I551-I553,ITH3	21868391 
A,DOM,NR,I551-I553,ITH4	4110859 
A,DOM,NR,I551-I553,ITH5	28380339 
A,DOM,NR,I551-I553,ITI1	20963298 
A,DOM,NR,I551-I553,ITI2	4023867 
A,DOM,NR,I551-I553,ITI3	9043229 
A,DOM,NR,I551-I553,ITI4	15491575 
A,DOM,NR,I551-I553,LT01	1062595 
A,DOM,NR,I551-I553,LT02	4396091 
A,DOM,NR,I551-I553,LU00	391885 
A,DOM,NR,I551-I553,LV00	1769701 
A,DOM,NR,I551-I553,MK00	675621 
A,DOM,NR,I551-I553,MT00	661199 
A,DOM,NR,I551-I553,NL11	1425034 
A,DOM,NR,I551-I553,NL12	5424298 
A,DOM,NR,I551-I553,NL13	6570055 
A,DOM,NR,I551-I553,NL21	7272498 
A,DOM,NR,I551-I553,NL22	12490362 
A,DOM,NR,I551-I553,NL23	1928582 
A,DOM,NR,I551-I553,NL31	3325671 
A,DOM,NR,I551-I553,NL32	12342231 
A,DOM,NR,I551-I553,NL33	7744527 
A,DOM,NR,I551-I553,NL34	6105176 
A,DOM,NR,I551-I553,NL41	10185232 
A,DOM,NR,I551-I553,NL42	9664458 
A,DOM,NR,I551-I553,NO02	3000189 
A,DOM,NR,I551-I553,NO06	2148197 
A,DOM,NR,I551-I553,NO07	2666296 
A,DOM,NR,I551-I553,NO08	8208526 
A,DOM,NR,I551-I553,NO09	4167173 
A,DOM,NR,I551-I553,NO0A	6037735 
A,DOM,NR,I551-I553,NO0B	85849 
A,DOM,NR,I551-I553,PL21	10817031 
A,DOM,NR,I551-I553,PL22	5271652 
A,DOM,NR,I551-I553,PL41	3166487 
A,DOM,NR,I551-I553,PL42	12079938 
A,DOM,NR,I551-I553,PL43	1118034 
A,DOM,NR,I551-I553,PL51	8394529 
A,DOM,NR,I551-I553,PL52	635757 
A,DOM,NR,I551-I553,PL61	4288054 
A,DOM,NR,I551-I553,PL62	2935449 
A,DOM,NR,I551-I553,PL63	8907564 
A,DOM,NR,I551-I553,PL71	2134261 
A,DOM,NR,I551-I553,PL72	1769531 
A,DOM,NR,I551-I553,PL81	2131657 
A,DOM,NR,I551-I553,PL82	3007553 
A,DOM,NR,I551-I553,PL84	1125390 
A,DOM,NR,I551-I553,PL91	6104972 
A,DOM,NR,I551-I553,PL92	1306694 
A,DOM,NR,I551-I553,PT11	5372636 
A,DOM,NR,I551-I553,PT15	5889599 
A,DOM,NR,I551-I553,PT16	5467740 
A,DOM,NR,I551-I553,PT17	5058414 
A,DOM,NR,I551-I553,PT18	2951387 
A,DOM,NR,I551-I553,PT20	1101837 
A,DOM,NR,I551-I553,PT30	1521713 
A,DOM,NR,I551-I553,RO11	3104906 
A,DOM,NR,I551-I553,RO12	5167280 
A,DOM,NR,I551-I553,RO21	2461662 
A,DOM,NR,I551-I553,RO22	5360537 
A,DOM,NR,I551-I553,RO31	1822159 
A,DOM,NR,I551-I553,RO32	1722042 
A,DOM,NR,I551-I553,RO41	1813022 
A,DOM,NR,I551-I553,RO42	1524461 
A,DOM,NR,I551-I553,RS11	499125 
A,DOM,NR,I551-I553,RS12	1001175 
A,DOM,NR,I551-I553,RS21	3892365 
A,DOM,NR,I551-I553,RS22	1913554 
A,DOM,NR,I551-I553,SE11	10013964 
A,DOM,NR,I551-I553,SE12	5736298 
A,DOM,NR,I551-I553,SE21	5531313 
A,DOM,NR,I551-I553,SE22	5802468 
A,DOM,NR,I551-I553,SE23	10550713 
A,DOM,NR,I551-I553,SE31	5319582 
A,DOM,NR,I551-I553,SE32	2800721 
A,DOM,NR,I551-I553,SE33	3203085 
A,DOM,NR,I551-I553,SI03	2721345 
A,DOM,NR,I551-I553,SI04	2782420 
A,DOM,NR,I551-I553,SK01	851242 
A,DOM,NR,I551-I553,SK02	2080362 
A,DOM,NR,I551-I553,SK03	3316863 
A,DOM,NR,I551-I553,SK04	2449242 
A,DOM,NR,I551-I553,TR10	10342949 
A,DOM,NR,I551-I553,TR21	1629347 
A,DOM,NR,I551-I553,TR22	4729531 
A,DOM,NR,I551-I553,TR31	4773909 
A,DOM,NR,I551-I553,TR32	10108965 
A,DOM,NR,I551-I553,TR33	3931441 
A,DOM,NR,I551-I553,TR41	4172826 
A,DOM,NR,I551-I553,TR42	4703646 
A,DOM,NR,I551-I553,TR51	4543337 
A,DOM,NR,I551-I553,TR52	1711990 
A,DOM,NR,I551-I553,TR61	14794497 
A,DOM,NR,I551-I553,TR62	4495645 
A,DOM,NR,I551-I553,TR63	2117216 
A,DOM,NR,I551-I553,TR71	2801434 
A,DOM,NR,I551-I553,TR72	1670141 
A,DOM,NR,I551-I553,TR81	1178075 
A,DOM,NR,I551-I553,TR82	1009598 
A,DOM,NR,I551-I553,TR83	2278723 
A,DOM,NR,I551-I553,TR90	2935825 
A,DOM,NR,I551-I553,TRA1	1482972 
A,DOM,NR,I551-I553,TRA2	827482 
A,DOM,NR,I551-I553,TRB1	1251990 
A,DOM,NR,I551-I553,TRB2	1186842 
A,DOM,NR,I551-I553,TRC1	1969940 
A,DOM,NR,I551-I553,TRC2	1939632 
A,DOM,NR,I551-I553,TRC3	1381212 
